Order ID,OrderChannel,OrderDate,PizzaSize,PizzaType,SideOrder,OrderAmount($),Tip($),PaymentMethod,RiderName,LocationType, Distance(Km) ,OrderTime, DeliveryTime(Mins) ,DeliveryLocation
1669,Call Center,7-Mar-20,Medium,hawaiian,Drink,13.95,2.05,Cash,Sammie,House,0.9,12:38:35,7,Collister South
1670,WhatsApp,7-Mar-20,Large,big_meat,Wings,16.78,3.22,Cash,Tim,House,2.3,13:01:04,19,Garden City
1671,Website,7-Mar-20,XLarge,pepperoni,"Wings , Drink",26.29,4,Card,Angel,House,1.9,13:27:20,15,Bogus Basin
1672,WhatsApp,7-Mar-20,XXL,ital_supr,"Wings,Drink, Pasta",42.59,2,Card,Angel,House,2,13:59:43,16,White Water (Downtown)
1673,WhatsApp,7-Mar-20,Large,mexicana,Wings,16.77,3.23,Cash,Sammie,House,3.7,14:22:46,33,Bogus Basin
1674,Call Center,7-Mar-20,XXL Pizza,peppr_salami,"Wings, Pasta, Salad",47.46,3,Card,Angel,Apartment,3.4,14:36:10,30,West Glennwood
1675,WhatsApp,7-Mar-20,Medium,spicy_ital,No Side,10.92,2,Cash,Sammie,Business,0.2,15:01:15,1,Collister South
1676,Website,7-Mar-20,Large,ital_supr,Wings,18.9,3,Card,Angel,Hotel,3.6,15:08:11,32,White Water (Downtown)
1677,Website,7-Mar-20,XLarge,mexicana,"Wings , Drink",27.37,10,Card,Angel,Apartment,3.1,16:11:25,27,Bogus Basin
1678,Website,7-Mar-20,XLarge,ital_supr,"Wings , Drink",26.73,3,Card,Sammie,House,3.9,16:28:56,35,North End
1679,Website,7-Mar-20,Large,soppressata,Wings,19.5,5,Card,Sammie,House,8.3,16:44:45,90,Hidden Springs
1680,WhatsApp,7-Mar-20,XLarge,ckn_alfredo,"Wings , Drink",30.97,5,Card,Angel,House,4.8,16:51:18,46,Bogus Basin
1681,Call Center,7-Mar-20,Large,green_garden,Wings,17.3,10,Card,Sammie,Apartment,0.09,17:44:37,1,White Water (Downtown)
1682,Call Center,7-Mar-20,Medium,spicy_ital,Drink,14.65,3,Card,Sammie,Business,0.2,17:56:29,1,White Water (Downtown)
1683,Website,7-Mar-20,Medium,soppressata,Drink,14.65,2,Card,Angel,Business,1.4,18:31:17,11,White Water (Downtown)
1684,Website,7-Mar-20,XLarge,thai_ckn,"Wings , Drink",29.54,5,Card,Sammie,Business,2.7,18:51:47,23,Garden City
1685,Call Center,7-Mar-20,Large,ckn_pesto,Wings,16.77,3.23,Cash,Sammie,House,1.4,19:08:30,11,Garden City
1686,Call Center,7-Mar-20,XLarge,mexicana,"Wings , Drink",30.02,5.98,Card,Paul,Business,2.5,19:15:28,21,Garden City
1687,Call Center,7-Mar-20,Large,prsc_argla,"Wings , Drink",22.59,2,Card,Angel,Apartment,2.3,19:25:32,19,Garden City
1688,Website,7-Mar-20,Large,spin_pestoach_supr,Wings,18.37,5,Card,Sammie,Business,3.2,19:56:12,28,West Glennwood
1689,Call Center,7-Mar-20,Medium,napolitana,Drink,14.13,2,Card,Angel,Apartment,3.2,20:06:52,28,Bogus Basin
1690,WhatsApp,7-Mar-20,Medium,mexicana,No Side,11.86,0,Cash,Tim,House,0.7,20:43:30,5,Collister South
1691,Website,8-Mar-20,XLarge,veggie_veg,"Wings , Drink",29.88,2.12,Cash,Paul,Apartment,0.2,12:37:50,1,Collister North
1692,Website,8-Mar-20,Large,peppr_salami,Wings,18.9,9.1,Cash,Sammie,Apartment,2.7,13:11:54,23,West Glennwood
1693,Website,8-Mar-20,Large,mexicana,"Wings , Drink",21.13,7,Card,Angel,Business,3.1,13:15:15,27,Garden City
1694,Website,8-Mar-20,Medium,napolitana,Drink,14.12,1.88,Cash,Sammie,House,1.3,15:22:39,10,Collister North
1695,Website,8-Mar-20,Medium,spicy_ital,Drink,13.28,2,Card,Angel,Apartment,1,15:54:43,8,Collister North
1696,WhatsApp,8-Mar-20,Large,brie_carre,"Wings , Drink",24.31,4.69,Cash,Angel,House,1.1,16:14:10,8,Collister South
1697,Website,8-Mar-20,XXL,four_cheese,"Wings,Drink, Pasta",41.65,4,Card,Angel,House,2.9,17:05:58,25,West Glennwood
1698,Call Center,8-Mar-20,XLarge,ital_supr,"Wings , Drink",27.29,7.71,Cash,Sammie,Apartment,0.9,17:18:15,7,White Water (Downtown)
1699,Call Center,8-Mar-20,Large,mediterraneo,Wings,15.27,0,Cash,Tim,Apartment,0.3,17:26:26,2,White Water (Downtown)
1700,Website,8-Mar-20,Large,ckn_alfredo,Wings,19.5,3,Card,Tim,House,2.5,17:34:01,21,North End
1701,Call Center,8-Mar-20,Large,sicilian,Wings,19.25,3,Card,Sammie,House,2.2,17:48:24,18,Collister North
1702,Website,8-Mar-20,Large,peppr_salami,Wings,15.27,4.73,Cash,Paul,Apartment,0.7,17:52:46,5,White Water (Downtown)
1703,Call Center,8-Mar-20,Medium,ital_supr,Drink,13.24,2,Card,Sammie,House,2.5,17:58:58,21,North End
1704,Website,8-Mar-20,XLarge,ckn_pesto,"Wings , Drink",26.83,4,Card,Angel,House,3.2,18:19:31,28,West Glennwood
1705,Website,8-Mar-20,XLarge,ital_supr,"Wings , Drink",26.94,4,Card,Sammie,House,7.3,18:46:00,77,Hidden Springs
1706,Website,8-Mar-20,Large,peppr_salami,Wings,15.18,4,Card,Angel,House,1.7,19:22:13,14,Collister South
1707,Website,8-Mar-20,Large,four_cheese,"Wings , Drink",24.72,5,Card,Paul,Business,2.8,19:52:53,24,Garden City
1708,WhatsApp,8-Mar-20,Large,soppressata,Wings,16.78,4.22,Cash,Sammie,House,2.5,20:22:37,21,North End
1709,Call Center,8-Mar-20,Medium,big_meat,Drink,12.54,3,Card,Tim,House,2.6,20:23:31,22,Collister North
1710,WhatsApp,9-Mar-20,XXL Pizza,ital_supr,"Wings, Pasta, Salad",46.44,5,Card,Angel,House,1,12:21:02,8,Collister North
1711,Website,9-Mar-20,Large,spicy_ital,Wings,15.87,3,Card,Angel,House,3.7,12:47:09,33,North End
1712,Website,9-Mar-20,Large,spin_pestoach_supr,Wings,16.77,2,Card,Sammie,House,2.6,13:48:58,22,West Glennwood
1713,Website,9-Mar-20,Large,thai_ckn,Wings,17.51,2.49,Cash,Angel,Apartment,2.1,14:36:05,17,Garden City
1714,Call Center,9-Mar-20,XLarge,thai_ckn,"Wings , Drink",29.3,12,Card,Sammie,House,4.6,16:57:03,43,Bogus Basin
1715,Website,9-Mar-20,Large,pepperoni,Wings,19.95,0,Card,Angel,House,5.5,17:46:05,54,Bogus Basin
1716,Call Center,9-Mar-20,Large,bbq_ckn,"Wings , Drink",22.08,3,Card,Angel,Apartment,0.3,18:30:12,2,White Water (Downtown)
1717,Call Center,9-Mar-20,XLarge,cali_ckn,"Wings , Drink",28.44,4,Card,Sammie,House,3.1,19:19:09,27,West Glennwood
1718,Website,9-Mar-20,Large,ital_supr,"Wings , Drink",22.07,4,Card,Sammie,House,2.2,20:12:29,18,Garden City
1719,WhatsApp,10-Mar-20,Medium,bbq_ckn,Drink,14.61,0.39,Cash,Angel,Business,3.3,11:33:38,29,Garden City
1720,Website,10-Mar-20,XXL Pizza,big_meat,"Wings, Pasta, Salad",51.72,5,Card,Sammie,Apartment,2.6,12:15:51,22,White Water (Downtown)
1721,Website,10-Mar-20,Large,green_garden,Wings,19.95,5,Card,Sammie,House,2.5,13:08:20,21,White Water (Downtown)
1722,Call Center,10-Mar-20,Large,ital_supr,Wings,19.41,3,Card,Angel,Apartment,2,13:55:24,16,North End
1723,Website,10-Mar-20,XXL,ital_supr,"Wings,Drink, Pasta",40.59,0,Card,Sammie,Apartment,3,15:16:57,26,North End
1724,Call Center,10-Mar-20,Medium,pep_msh_pep,Drink,12.27,2,Card,Sammie,House,0.9,16:46:48,7,Collister North
1725,Website,10-Mar-20,XXL,pepperoni,"Wings,Drink, Pasta",40.59,5,Card,Paul,House,1.5,17:28:44,12,White Water (Downtown)
1726,Website,10-Mar-20,XLarge,southw_ckn,"Wings , Drink",25.78,5,Card,Angel,House,3.4,18:42:17,30,West Glennwood
1727,WhatsApp,10-Mar-20,XXL Pizza,prsc_argla,"Wings, Pasta, Salad",62.33,2,Card,Sammie,House,2.4,20:12:18,20,Garden City
1728,Call Center,10-Mar-20,Large,spicy_ital,Wings,17.75,2.25,Cash,Angel,House,0.9,20:39:10,7,Collister South
1729,Website,11-Mar-20,Large,classic_dlx,Wings,17.18,1.82,Cash,Tim,Apartment,2.5,12:54:04,21,Garden City
1730,Website,11-Mar-20,Large,spin_pesto,Wings,17,1.5,Card,Paul,Apartment,2,13:27:58,16,Garden City
1731,WhatsApp,11-Mar-20,Large,big_meat,Wings,18.88,2.12,Cash,Sammie,House,1.7,13:37:07,14,Collister North
1732,Website,11-Mar-20,XLarge,pep_msh_pep,"Wings , Drink",26.3,3.7,Cash,Angel,House,2.3,14:26:31,19,Garden City
1733,WhatsApp,11-Mar-20,Large,thai_ckn,Wings,19.94,3,Card,Sammie,Apartment,1.9,14:34:16,15,Garden City
1734,WhatsApp,11-Mar-20,Large,pepperoni,"Wings , Drink",23.75,1.25,Cash,Angel,Apartment,2.6,15:19:48,22,White Water (Downtown)
1735,Website,11-Mar-20,XLarge,brie_carre,"Wings , Drink",26.69,3.31,Cash,Angel,Apartment,2.6,15:52:38,22,White Water (Downtown)
1736,WhatsApp,11-Mar-20,Large,ckn_pesto,Wings,19.96,4,Card,Angel,House,3.2,16:19:49,28,North End
1737,Call Center,11-Mar-20,XLarge,ital_supr,"Wings , Drink",25.78,2.22,Card,Sammie,House,3,17:36:48,26,North End
1738,WhatsApp,11-Mar-20,XLarge,peppr_salami,"Wings , Drink",29.28,6,Card,Tim,House,2,18:12:15,16,North End
1739,Call Center,11-Mar-20,XXL,sicilian,"Wings,Drink, Pasta",36.37,7,Card,Tim,House,1,18:52:53,8,Collister North
1740,Website,11-Mar-20,Large,hawaiian,"Wings , Drink",24.46,5.54,Cash,Sammie,Apartment,0.08,19:10:44,1,White Water (Downtown)
1741,Website,11-Mar-20,Large,prsc_argla,Wings,15.71,2,Card,Paul,House,3.1,19:29:19,27,Garden City
1742,Website,11-Mar-20,Large,bbq_ckn,"Wings , Drink",20.59,0,Cash,Sammie,Apartment,2.1,20:20:01,17,Garden City
1743,Website,11-Mar-20,Large,sicilian,Wings,17.52,4.48,Cash,Angel,House,3.1,20:44:16,27,North End
1744,Call Center,12-Mar-20,Large,peppr_salami,"Wings , Drink",20.46,4,Card,Sammie,House,1.6,11:59:42,13,North End
1745,Website,12-Mar-20,Medium,calabrese,No Side,11.48,3,Card,Angel,House,2.9,12:27:34,25,West Glennwood
1746,Call Center,12-Mar-20,Large,mediterraneo,Wings,15.27,2,Card,Sammie,Apartment,3,13:03:45,26,White Water (Downtown)
1747,Call Center,12-Mar-20,Large,green_garden,Wings,17.71,4,Card,Angel,House,2.5,13:52:29,21,North End
1748,Call Center,12-Mar-20,Large,ital_supr,"Wings , Drink",23.9,2,Card,Sammie,Apartment,3.5,15:19:11,31,White Water (Downtown)
1749,WhatsApp,12-Mar-20,XXL Pizza,southw_ckn,"Wings, Pasta, Salad",49.63,6.37,Cash,Angel,House,2.1,15:43:19,17,Garden City
1750,Call Center,12-Mar-20,Large,cali_ckn,"Wings , Drink",20.37,2,Card,Angel,House,2.3,16:09:52,19,White Water (Downtown)
1751,Website,12-Mar-20,XLarge,napolitana,"Wings , Drink",25.86,5,Card,Sammie,Apartment,0.9,16:30:45,7,White Water (Downtown)
1752,WhatsApp,12-Mar-20,Medium,bbq_ckn,No Side,10.26,3,Card,Angel,Apartment,2.4,17:26:25,20,White Water (Downtown)
1753,WhatsApp,12-Mar-20,Large,peppr_salami,"Wings , Drink",24.2,0,Card,Tim,House,0.8,17:40:39,6,Collister South
1754,WhatsApp,12-Mar-20,Large,southw_ckn,Wings,18.45,2.55,Cash,Angel,House,1.9,18:12:12,15,Bogus Basin
1755,Website,12-Mar-20,Medium,four_cheese,Drink,12.02,6,Card,Sammie,House,2.3,18:52:06,19,Collister North
1756,Website,12-Mar-20,Large,bbq_ckn,Wings,18.68,2,Card,Angel,Apartment,1.4,19:41:07,11,Garden City
1757,Call Center,12-Mar-20,Large,hawaiian,Wings,18.88,3,Card,Paul,House,2.9,20:10:06,25,North End
1758,Website,12-Mar-20,Large,southw_ckn,"Wings , Drink",23.14,10.86,Cash,Sammie,House,1.9,20:18:09,15,Collister North
1759,WhatsApp,12-Mar-20,Large,the_greek,Wings,17.71,3.29,Card,Paul,House,1.3,20:43:19,10,Collister South
1760,Website,13-Mar-20,XLarge,the_greek,"Wings , Drink",25.98,3,Card,Angel,House,2.3,11:42:17,19,White Water (Downtown)
1761,Website,13-Mar-20,Medium,ckn_alfredo,No Side,10.12,1,Cash,Sammie,Apartment,3,12:13:11,26,White Water (Downtown)
1762,Website,13-Mar-20,XLarge,mexicana,"Wings , Drink",28.67,4,Card,Angel,House,1.7,12:39:50,14,Collister North
1763,Website,13-Mar-20,Large,pep_msh_pep,Wings,16.45,3.55,Cash,Angel,Business,0.6,13:13:54,4,Collister South
1764,WhatsApp,13-Mar-20,XXL,sicilian,"Wings,Drink, Pasta",38.74,5,Card,Sammie,Apartment,3.4,13:22:39,30,Bogus Basin
1765,WhatsApp,13-Mar-20,Large,ital_supr,Wings,16.78,5,Card,Angel,Apartment,0.5,13:34:42,4,White Water (Downtown)
1766,WhatsApp,13-Mar-20,Large,five_cheese,Wings,16.13,3.87,Cash,Sammie,House,2.4,14:15:27,20,Garden City
1767,Call Center,13-Mar-20,Large,mediterraneo,"Wings , Drink",24.93,1.07,Cash,Angel,House,3.7,14:39:17,33,West Glennwood
1768,Call Center,13-Mar-20,Large,classic_dlx,Wings,15.71,6,Card,Tim,Apartment,3.5,15:46:39,31,White Water (Downtown)
1769,Call Center,13-Mar-20,Medium,hawaiian,Drink,12.87,4.13,Cash,Sammie,Hotel,3,16:37:10,26,White Water (Downtown)
1770,Call Center,13-Mar-20,Large,hawaiian,"Wings , Drink",20.83,5.17,Cash,Angel,House,5.2,16:53:07,50,Bogus Basin
1771,Call Center,13-Mar-20,Medium,ital_supr,Drink,13.06,3,Card,Angel,Apartment,0.3,16:59:17,2,Collister North
1772,Website,13-Mar-20,Large,pepperoni,"Wings , Drink",22.92,4,Card,Sammie,House,2.7,17:23:28,23,Bogus Basin
1773,Call Center,13-Mar-20,Medium,peppr_salami,Drink,12.87,2.13,Cash,Sammie,House,3,17:48:25,26,North End
1774,Call Center,13-Mar-20,XLarge,spin_pestoach_supr,"Wings , Drink",27.44,4.56,Cash,Angel,Apartment,1.7,17:58:57,14,Collister North
1775,WhatsApp,13-Mar-20,Large,big_meat,Wings,16.78,0,Card,Sammie,Apartment,2.3,18:31:48,19,Garden City
1776,WhatsApp,13-Mar-20,Medium,bbq_ckn,Drink,14.88,2,Card,Angel,Apartment,0.07,18:38:14,0,White Water (Downtown)
1777,Call Center,13-Mar-20,Large,southw_ckn,Wings,17.17,5,Card,Sammie,Apartment,3,18:41:14,26,West Glennwood
1778,Website,13-Mar-20,XXL,cali_ckn,"Wings,Drink, Pasta",37.1,3,Card,Paul,Apartment,0.5,18:45:05,4,White Water (Downtown)
1779,Website,13-Mar-20,XLarge,southw_ckn,"Wings , Drink",30.16,2,Card,Paul,Hotel,3.3,19:22:36,29,White Water (Downtown)
1780,Website,13-Mar-20,XLarge,bbq_ckn,"Wings , Drink",25.59,2,Card,Sammie,Hotel,3.3,19:41:47,29,White Water (Downtown)
1781,Website,13-Mar-20,Large,mexicana,Wings,15.27,3,Card,Sammie,Apartment,2.2,20:04:19,18,Garden City
1782,Website,13-Mar-20,Large,green_garden,Wings,17.73,0,Card,Angel,Apartment,1.2,20:11:47,9,Collister South
1783,WhatsApp,13-Mar-20,Medium,napolitana,Drink,14.65,3,Card,Tim,Apartment,2,20:17:02,16,North End
1784,Website,13-Mar-20,Medium,pep_msh_pep,Drink,14.49,2,Card,Sammie,House,1.5,20:23:19,12,Collister South
1785,WhatsApp,13-Mar-20,Large,sicilian,"Wings , Drink",20.22,4,Card,Angel,Apartment,1,20:41:47,8,Collister North
1786,WhatsApp,14-Mar-20,Large,classic_dlx,"Wings , Drink",21.76,4,Cash,Sammie,House,0.9,11:28:51,7,Collister North
1787,Call Center,14-Mar-20,Medium,spicy_ital,Drink,14.65,2,Card,Sammie,House,2.2,11:52:29,18,North End
1788,Website,14-Mar-20,Large,napolitana,"Wings , Drink",21.55,4,Card,Tim,House,2.5,12:01:07,21,West Glennwood
1789,Website,14-Mar-20,Large,spin_pesto,"Wings , Drink",21.95,5,Card,Tim,Apartment,1.2,12:09:47,9,Collister South
1790,Website,14-Mar-20,XLarge,bbq_ckn,"Wings , Drink",29.48,5.52,Cash,Sammie,Apartment,3.2,12:22:13,28,Garden City
1791,Call Center,14-Mar-20,Large,pepperoni,Wings,15.18,2,Card,Sammie,House,2.2,13:47:09,18,Collister North
1792,WhatsApp,14-Mar-20,Large,big_meat,"Wings , Drink",21.41,2,Card,Angel,Apartment,1.1,13:53:58,8,White Water (Downtown)
1793,Website,14-Mar-20,Medium,green_garden,Drink,14.65,5,Card,Paul,Apartment,3.1,14:30:53,27,North End
1794,WhatsApp,14-Mar-20,XXL Pizza,southw_ckn,"Wings, Pasta, Salad",46.4,6,Card,Sammie,House,7.6,15:33:26,81,Hidden Springs
1795,Call Center,14-Mar-20,Medium,big_meat,No Side,11.86,0,Cash,Angel,House,1.1,16:15:28,8,Collister North
1796,Call Center,14-Mar-20,Large,mexicana,"Wings , Drink",21.55,3,Card,Angel,Business,2.1,17:12:05,17,Garden City
1797,Website,14-Mar-20,Medium,thai_ckn,Drink,14.65,2.35,Cash,Tim,Apartment,3,17:54:32,26,North End
1798,Call Center,14-Mar-20,Medium,the_greek,Drink,14.13,5,Card,Angel,House,2.8,18:05:54,24,North End
1799,Website,14-Mar-20,Large,sicilian,"Wings , Drink",24.19,0.81,Cash,Paul,Apartment,2.5,18:27:55,21,Garden City
1800,Website,14-Mar-20,Medium,sicilian,Drink,13.44,3,Card,Angel,Business,3.1,19:12:17,27,Garden City
1801,WhatsApp,14-Mar-20,Large,southw_ckn,"Wings , Drink",21.37,4.63,Cash,Angel,House,1.7,19:47:07,14,Collister North
1802,Website,14-Mar-20,XXL,thai_ckn,"Wings,Drink, Pasta",39.38,0.62,Cash,Tim,Apartment,2,20:19:31,16,Garden City
1803,Website,14-Mar-20,Large,the_greek,Wings,15.27,5,Card,Paul,House,2.4,20:24:37,20,West Glennwood
1804,Call Center,14-Mar-20,Large,classic_dlx,Wings,16.08,3.92,Cash,Angel,Business,1.3,20:37:33,10,White Water (Downtown)
1805,Website,14-Mar-20,Large,hawaiian,Wings,19.36,5.64,Cash,Sammie,Business,3.5,20:41:22,31,White Water (Downtown)
1806,Call Center,14-Mar-20,XLarge,sicilian,"Wings , Drink",25.98,3,Card,Angel,Apartment,0.7,20:47:33,5,White Water (Downtown)
1807,Call Center,14-Mar-20,Large,ital_supr,"Wings , Drink",20.17,3,Card,Angel,Business,3.1,21:13:22,27,Garden City
1808,Website,15-Mar-20,XXL,sicilian,"Wings,Drink, Pasta",35.17,5,Card,Sammie,House,2.3,11:29:28,19,North End
1809,Website,15-Mar-20,XLarge,veggie_veg,"Wings , Drink",31.43,8,Card,Angel,House,1.3,12:03:28,10,Collister South
1810,Website,15-Mar-20,Large,spin_pestoach_supr,Wings,17.29,2.71,Cash,Angel,House,2.4,12:24:20,20,North End
1811,Website,15-Mar-20,Large,cali_ckn,"Wings , Drink",20.21,5,Card,Angel,Apartment,1.6,12:39:00,13,Collister North
1812,Website,15-Mar-20,Medium,ital_supr,Drink,14.65,0.35,Cash,Sammie,Apartment,2.3,13:31:07,19,White Water (Downtown)
1813,Call Center,15-Mar-20,Large,pepperoni,Wings,15.18,5,Card,Paul,Apartment,2.1,13:43:22,17,Garden City
1814,WhatsApp,15-Mar-20,XXL,thai_ckn,"Wings,Drink, Pasta",39.54,6,Card,Sammie,Apartment,2.1,14:25:22,17,Garden City
1815,Website,15-Mar-20,Medium,pepperoni,No Side,11.86,2,Card,Tim,Apartment,2.6,14:35:07,22,White Water (Downtown)
1816,Website,15-Mar-20,Large,ckn_pesto,"Wings , Drink",20.57,2,Card,Angel,House,1.9,15:39:58,15,North End
1817,Website,15-Mar-20,XXL,pep_msh_pep,"Wings,Drink, Pasta",38.9,5.1,Cash,Angel,Apartment,4.5,15:53:07,42,North End
1818,Website,15-Mar-20,Medium,pep_msh_pep,Drink,14.65,2.35,Cash,Sammie,Apartment,0.7,16:01:38,5,Collister South
1819,Website,15-Mar-20,Medium,five_cheese,Drink,12.87,0,Cash,Angel,House,2,16:26:22,16,Collister North
1820,Website,15-Mar-20,Large,veggie_veg,Wings,18.25,2,Card,Sammie,House,0.4,16:42:22,3,Collister North
1821,Website,15-Mar-20,XXL,bbq_ckn,"Wings,Drink, Pasta",35.55,2,Card,Angel,House,2.6,17:17:50,22,Collister North
1822,Website,15-Mar-20,XLarge,thai_ckn,"Wings , Drink",28.53,1.47,Cash,Angel,House,1.5,17:36:30,12,Collister North
1823,Call Center,15-Mar-20,Large,southw_ckn,Wings,16.73,2,Card,Sammie,Apartment,2.9,18:26:50,25,White Water (Downtown)
1824,Website,15-Mar-20,Medium,big_meat,Drink,12.54,3,Card,Sammie,House,1.2,18:34:53,9,Collister North
1825,Website,15-Mar-20,XLarge,cali_ckn,"Wings , Drink",30,4,Card,Angel,House,2.9,20:09:24,25,West Glennwood
1826,Website,15-Mar-20,XLarge,ckn_pesto,"Wings , Drink",27.85,3.15,Cash,Sammie,Apartment,2.3,20:35:39,19,North End
1827,Call Center,17-Mar-20,Large,five_cheese,"Wings , Drink",22.44,2,Card,Sammie,House,2.7,11:30:31,23,Garden City
1828,Call Center,17-Mar-20,XXL,four_cheese,"Wings,Drink, Pasta",39.02,4.98,Cash,Angel,Apartment,2.3,12:06:18,19,Garden City
1829,Call Center,17-Mar-20,Large,ital_supr,Wings,17.42,3,Card,Sammie,Apartment,2.6,12:46:46,22,White Water (Downtown)
1830,Call Center,17-Mar-20,XXL,ital_supr,"Wings,Drink, Pasta",38.48,2,Card,Sammie,Apartment,0.4,14:01:07,3,White Water (Downtown)
1831,Call Center,17-Mar-20,XLarge,napolitana,"Wings , Drink",33.17,6.83,Cash,Paul,House,1.7,15:58:44,14,Bogus Basin
1832,Website,17-Mar-20,Medium,prsc_argla,No Side,10.26,1.5,Card,Angel,House,3,16:21:43,26,Bogus Basin
1833,Website,17-Mar-20,Large,sicilian,"Wings , Drink",22.08,0,Card,Sammie,Apartment,1.7,17:30:17,14,White Water (Downtown)
1834,Website,17-Mar-20,Large,spin_pestoach_supr,Wings,19.26,5,Card,Angel,Apartment,0.7,18:23:08,5,White Water (Downtown)
1835,Website,17-Mar-20,Large,spin_pestoach_supr,"Wings , Drink",24.46,5,Card,Tim,House,1.1,19:58:05,8,White Water (Downtown)
1836,Call Center,17-Mar-20,Large,spin_pestoach_supr,"Wings , Drink",23.67,5,Card,Paul,Apartment,2.7,20:52:02,23,White Water (Downtown)
1837,Call Center,18-Mar-20,XLarge,the_greek,"Wings , Drink",25.67,4.33,Card,Sammie,House,2.3,12:48:33,19,White Water (Downtown)
1838,WhatsApp,18-Mar-20,Medium,napolitana,Drink,14.65,3.35,Card,Angel,House,1.1,13:00:15,8,Collister North
1839,Call Center,18-Mar-20,Large,bbq_ckn,Wings,16.07,4,Card,Sammie,House,1.2,13:31:42,9,Collister North
1840,Call Center,18-Mar-20,Medium,napolitana,Drink,14.65,2,Card,Angel,Apartment,4.1,14:08:42,38,North End
1841,Website,18-Mar-20,XLarge,peppr_salami,"Wings , Drink",31.95,8.05,Cash,Angel,House,3.7,14:18:41,33,Bogus Basin
1842,Website,18-Mar-20,Large,bbq_ckn,"Wings , Drink",21.28,3.72,Cash,Angel,Apartment,3.9,15:39:43,35,Bogus Basin
1843,Call Center,18-Mar-20,XLarge,cali_ckn,"Wings , Drink",32.98,3,Card,Sammie,House,2.6,16:05:59,22,North End
1844,Website,18-Mar-20,Medium,classic_dlx,Drink,14.65,2,Card,Tim,House,2.4,16:25:52,20,White Water (Downtown)
1845,WhatsApp,18-Mar-20,Large,four_cheese,"Wings , Drink",22.08,3,Card,Tim,Apartment,0.2,16:36:57,1,Collister North
1846,Website,18-Mar-20,Medium,mediterraneo,Drink,12.01,3,Cash,Sammie,Hotel,3.2,18:08:40,28,White Water (Downtown)
1847,Website,18-Mar-20,Large,napolitana,"Wings , Drink",21,3,Cash,Paul,Apartment,2.7,18:44:59,23,Garden City
1848,Website,18-Mar-20,Large,the_greek,"Wings , Drink",24.34,4.66,Cash,Sammie,Apartment,2.3,19:00:42,19,White Water (Downtown)
1849,Call Center,18-Mar-20,XLarge,spicy_ital,"Wings , Drink",32.69,2,Card,Angel,House,1.4,19:24:53,11,Collister North
1850,Website,18-Mar-20,Large,veggie_veg,"Wings , Drink",21,2,Card,Sammie,Apartment,1.2,20:15:48,9,White Water (Downtown)
1851,Website,18-Mar-20,Medium,mexicana,Drink,14.1,3,Card,Angel,House,2.1,20:27:08,17,North End
1852,Website,19-Mar-20,XXL,sicilian,"Wings,Drink, Pasta",35.52,4,Card,Angel,House,2.8,11:48:20,24,White Water (Downtown)
1853,Website,19-Mar-20,XLarge,spicy_ital,"Wings , Drink",27.36,3,Card,Sammie,Apartment,0.8,13:00:38,6,Collister North
1854,Website,19-Mar-20,Medium,five_cheese,No Side,11.48,3,Card,Sammie,Apartment,2.3,13:54:23,19,Garden City
1855,Website,19-Mar-20,Large,pepperoni,"Wings , Drink",21.55,4,Card,Angel,House,2.7,15:02:32,23,North End
1856,Call Center,19-Mar-20,Large,pep_msh_pep,Wings,15.71,1,Card,Paul,Apartment,3.2,16:30:37,28,Garden City
1857,WhatsApp,19-Mar-20,Large,calabrese,"Wings , Drink",22.61,0,Card,Sammie,Apartment,0.08,16:43:19,1,White Water (Downtown)
1858,WhatsApp,19-Mar-20,Large,hawaiian,Wings,17.31,2.69,Cash,Tim,Apartment,3.9,16:56:08,35,West Glennwood
1859,Call Center,19-Mar-20,XLarge,napolitana,"Wings , Drink",26.31,3.69,Cash,Angel,Apartment,0.4,17:29:49,3,White Water (Downtown)
1860,Website,19-Mar-20,XLarge,veggie_veg,"Wings , Drink",31.07,1.93,Cash,Angel,House,1.9,18:09:53,15,Bogus Basin
1861,Website,19-Mar-20,Large,hawaiian,"Wings , Drink",22.59,7.41,Cash,Sammie,House,1.5,18:40:28,12,White Water (Downtown)
1862,Call Center,19-Mar-20,Large,soppressata,Wings,15.18,2,Card,Angel,House,1.9,19:03:13,15,Collister South
1863,Website,19-Mar-20,Large,green_garden,"Wings , Drink",24.68,6.32,Cash,Sammie,House,3.7,19:49:09,33,West Glennwood
1864,WhatsApp,19-Mar-20,Medium,hawaiian,No Side,11.86,4,Card,Angel,House,0.9,20:00:10,7,Collister North
1865,WhatsApp,19-Mar-20,Large,ital_supr,Wings,18.99,3.5,Card,Angel,Apartment,3.3,20:35:35,29,Bogus Basin
1866,Website,20-Mar-20,Large,prsc_argla,Wings,15.71,3,Card,Sammie,Apartment,0.2,12:20:39,1,Collister North
1867,Website,20-Mar-20,XLarge,pep_msh_pep,"Wings , Drink",25.47,3,Card,Sammie,House,2.4,13:06:14,20,North End
1868,WhatsApp,20-Mar-20,Large,southw_ckn,"Wings , Drink",21,3,Card,Angel,Apartment,2.7,13:25:12,23,Garden City
1869,Website,20-Mar-20,Large,bbq_ckn,Wings,15.72,4.28,Cash,Sammie,Apartment,0.08,13:52:17,1,White Water (Downtown)
1870,Website,20-Mar-20,Medium,four_cheese,Drink,14.66,3,Card,Sammie,House,2.6,13:55:42,22,Collister North
