Delivery_ID,Rider_Name,Location_Type,Distance_Km,Order_Time,Delivery_Time_Mins,Delivery_Location
2112,Sammie,Apartment,1.7,17:19:56,14,Collister North
2113,Angel,Apartment,2.3,17:48:12,19,Garden City
2114,Angel,Apartment,0.07,19:11:44,0,White Water (Downtown)
2115,Sammie,Apartment,3,19:40:21,26,West Glennwood
2116,Sammie,Apartment,0.5,20:45:04,4,White Water (Downtown)
2117,Angel,Hotel,3.3,12:13:20,29,White Water (Downtown)
2118,Sammie,Hotel,3.3,14:02:38,29,White Water (Downtown)
2119,Sammie,Apartment,2.2,15:26:05,18,Garden City
2120,Angel,Apartment,1.2,16:46:38,9,Collister South
2121,Sammie,Apartment,2,17:11:19,16,North End
2122,Sammie,House,1.5,18:00:34,12,Collister South
2123,Paul,Apartment,1,19:31:38,8,Collister North
2124,Angel,House,0.9,19:48:00,7,Collister North
2125,Sammie,House,2.2,20:19:12,18,North End
2126,Angel,House,2.5,12:12:20,21,West Glennwood
2127,Tim,Apartment,1.2,12:48:29,9,Collister South
2128,Paul,Apartment,3.2,13:38:56,28,Garden City
2129,Sammie,House,2.2,15:23:34,18,Collister North
2130,Angel,Apartment,1.1,16:23:44,8,White Water (Downtown)
2131,Sammie,Apartment,3.1,17:05:12,27,North End
2132,Angel,House,7.6,17:35:13,81,Hidden Springs
2133,Angel,House,1.1,18:00:11,8,Collister North
2134,Angel,Business,2.1,18:25:18,17,Garden City
2135,Sammie,Apartment,3,18:40:22,26,North End
2136,Tim,House,2.8,19:23:23,24,North End
2137,Tim,Apartment,2.5,20:34:12,21,Garden City
2138,Sammie,Business,3.1,12:30:58,27,Garden City
2139,Paul,House,1.7,13:00:35,14,Collister North
2140,Sammie,Apartment,2,13:33:22,16,Garden City
2141,Angel,House,2.4,14:25:55,20,West Glennwood
2142,Sammie,Business,1.3,15:26:47,10,White Water (Downtown)
2143,Angel,Business,3.5,15:45:21,31,White Water (Downtown)
2144,Angel,Apartment,0.7,16:30:47,5,White Water (Downtown)
2145,Angel,Business,3.1,16:56:18,27,Garden City
2146,Paul,House,2.3,18:06:39,19,North End
2147,Sammie,House,1.3,18:48:51,10,Collister South
2148,Tim,House,2.4,19:13:18,20,North End
2149,Angel,Apartment,1.6,19:47:05,13,Collister North
2150,Angel,Apartment,2.3,20:25:05,19,White Water (Downtown)
2151,Sammie,Apartment,2.1,12:40:39,17,Garden City
2152,Angel,Apartment,2.1,14:11:55,17,Garden City
2153,Sammie,Apartment,2.6,16:14:26,22,White Water (Downtown)
2154,Angel,House,1.9,18:43:09,15,North End
2155,Angel,Apartment,4.5,19:07:05,42,North End
2156,Sammie,Apartment,0.7,20:35:02,5,Collister South
2157,Sammie,House,2,12:38:04,16,Collister North
2158,Angel,House,0.4,12:51:44,3,Collister North
2159,Sammie,House,2.6,12:57:08,22,Collister North
2160,Sammie,House,1.5,13:09:01,12,Collister North
2161,Angel,Apartment,2.9,13:19:22,25,White Water (Downtown)
2162,Sammie,House,1.2,13:27:55,9,Collister North
2163,Sammie,House,2.9,13:32:30,25,West Glennwood
2164,Paul,Apartment,2.3,13:57:44,19,North End
2165,Angel,House,2.7,14:17:27,23,Garden City
2166,Sammie,Apartment,2.3,14:46:32,19,Garden City
2167,Angel,Apartment,2.6,14:57:33,22,White Water (Downtown)
2168,Tim,Apartment,0.4,15:14:00,3,White Water (Downtown)
2169,Paul,House,1.7,15:43:44,14,Bogus Basin
2170,Sammie,House,3,15:47:05,26,Bogus Basin
2171,Angel,Apartment,1.7,16:04:14,14,White Water (Downtown)
2172,Sammie,Apartment,0.7,16:15:52,5,White Water (Downtown)
2173,Angel,House,1.1,16:18:07,8,White Water (Downtown)
2174,Angel,Apartment,2.7,16:40:34,23,White Water (Downtown)
2175,Angel,House,2.3,16:43:14,19,White Water (Downtown)
2176,Sammie,House,1.1,16:53:20,8,Collister North
2177,Tim,House,1.2,17:14:03,9,Collister North
2178,Tim,Apartment,4.1,17:20:52,38,North End
2179,Sammie,House,3.7,17:21:09,33,Bogus Basin
2180,Paul,Apartment,3.9,17:31:49,35,Bogus Basin
2181,Sammie,House,2.6,17:41:28,22,North End
2182,Angel,House,2.4,17:54:51,20,White Water (Downtown)
2183,Sammie,Apartment,0.2,17:55:42,1,Collister North
2184,Angel,Hotel,3.2,18:08:39,28,White Water (Downtown)
2185,Paul,Apartment,2.7,18:33:33,23,Garden City
2186,Sammie,Apartment,2.3,18:46:16,19,White Water (Downtown)
2187,Tim,House,1.4,18:46:57,11,Collister North
2188,Angel,Apartment,1.2,19:04:17,9,White Water (Downtown)
2189,Angel,House,2.1,19:09:38,17,North End
2190,Sammie,House,2.8,19:26:46,24,White Water (Downtown)
2191,Angel,Apartment,0.8,19:51:23,6,Collister North
2192,Sammie,Apartment,2.3,20:04:16,19,Garden City
2193,Angel,House,2.7,20:32:06,23,North End
2194,Angel,Apartment,3.2,20:42:06,28,Garden City
2195,Sammie,Apartment,0.08,12:16:06,1,White Water (Downtown)
2196,Sammie,Apartment,3.9,13:53:56,35,West Glennwood
2197,Angel,Apartment,0.4,15:34:13,3,White Water (Downtown)
2198,Sammie,House,1.9,17:01:39,15,Bogus Basin
2199,Sammie,House,1.5,17:32:22,12,White Water (Downtown)
2200,Angel,House,1.9,18:28:15,15,Collister South
2201,Sammie,House,3.7,19:56:40,33,West Glennwood
2202,Sammie,House,0.9,11:48:35,7,Collister North
2203,Paul,Apartment,3.3,12:18:07,29,Bogus Basin
2204,Angel,Apartment,0.2,12:59:51,1,Collister North
2205,Sammie,House,2.4,13:55:30,20,North End
2206,Angel,Apartment,2.7,15:01:00,23,Garden City
2207,Tim,Apartment,0.08,15:46:47,1,White Water (Downtown)
2208,Paul,House,2.6,16:54:26,22,Collister North
2209,Sammie,Apartment,3.3,17:32:58,29,Bogus Basin
2210,Angel,Apartment,1,17:38:07,8,White Water (Downtown)
2211,Sammie,Apartment,3,17:55:03,26,West Glennwood
2212,Angel,House,4.4,18:38:03,41,Bogus Basin
2213,Angel,House,1.3,18:50:27,10,Collister North
2214,Angel,Apartment,3.4,19:16:53,30,North End
2215,Sammie,House,2.4,19:56:27,20,White Water (Downtown)
2216,Tim,House,2.8,20:03:34,24,White Water (Downtown)
2217,Tim,Apartment,0.7,20:17:34,5,White Water (Downtown)
2218,Sammie,House,2.5,20:32:34,21,White Water (Downtown)
2219,Paul,House,1.2,12:07:46,9,Collister North
2220,Sammie,House,2.4,12:26:29,20,White Water (Downtown)
2221,Angel,House,1.4,12:48:33,11,Collister South
2222,Sammie,Apartment,3.1,13:00:35,27,Garden City
2223,Angel,House,3.5,13:33:22,31,Bogus Basin
2224,Sammie,House,2.5,13:46:19,21,North End
2225,Angel,House,1.7,14:29:24,14,Bogus Basin
2226,Angel,House,3.1,15:26:47,27,West Glennwood
2227,Paul,Apartment,0.7,16:23:27,5,Collister North
2228,Angel,House,1.2,16:30:47,9,Collister North
2229,Sammie,Apartment,1.9,16:56:18,15,Collister South
2230,Sammie,Apartment,0.4,17:35:24,3,White Water (Downtown)
2231,Angel,House,0.7,18:06:39,5,Collister South
2232,Angel,Apartment,3,18:43:11,26,Garden City
2233,Angel,House,3.1,18:48:51,27,Garden City
2234,Sammie,House,2.3,19:01:22,19,White Water (Downtown)
2235,Angel,Hotel,2.9,19:13:18,25,Garden City
2236,Angel,Apartment,2.4,19:22:52,20,White Water (Downtown)
2237,Tim,House,1.3,19:47:05,10,Collister North
2238,Tim,Apartment,4.8,20:04:22,46,White Water (Downtown)
2239,Angel,Apartment,0.4,20:35:02,3,White Water (Downtown)
2240,Angel,Hotel,3.2,11:47:18,28,White Water (Downtown)
2241,Angel,Apartment,2.1,12:40:39,17,White Water (Downtown)
2242,Paul,House,4.2,13:54:08,39,Bogus Basin
2243,Angel,House,2.5,14:44:46,21,Garden City
2244,Angel,Apartment,1.2,15:48:29,9,Collister South
2245,Paul,House,2.5,17:19:13,21,West Glennwood
2246,Sammie,Business,3.2,18:16:54,28,Garden City
2247,Tim,House,2.5,18:42:45,21,White Water (Downtown)
2248,Tim,Apartment,3,19:07:05,26,Garden City
2249,Sammie,House,3.6,20:38:05,32,West Glennwood
2250,Paul,Apartment,3.1,11:53:48,27,Bogus Basin
2251,Sammie,House,0.8,12:51:44,6,Collister North
2252,Angel,Business,0.4,13:09:01,3,White Water (Downtown)
2253,Sammie,Apartment,0.5,13:57:44,4,White Water (Downtown)
2254,Angel,House,3.2,14:57:33,28,Bogus Basin
2255,Sammie,House,3.6,15:47:05,32,Bogus Basin
2256,Angel,House,0.5,16:40:34,4,White Water (Downtown)
2257,Angel,Business,2.5,17:21:09,21,Garden City
2258,Paul,House,1.8,17:55:42,14,Collister North
2259,Angel,House,4.4,18:35:37,41,Bogus Basin
2260,Sammie,Apartment,0.3,19:26:46,2,Collister North
2261,Sammie,House,3.2,20:42:06,28,West Glennwood
2262,Angel,Apartment,1.7,11:21:00,14,White Water (Downtown)
2263,Angel,House,2.3,12:19:53,19,North End
2264,Angel,Apartment,0.5,12:26:29,4,White Water (Downtown)
2265,Sammie,House,2.6,13:15:34,22,Bogus Basin
2266,Angel,Apartment,2.3,14:31:29,19,Collister North
2267,Angel,House,2.4,15:26:47,20,Garden City
2268,Tim,Business,2.8,16:25:21,24,Garden City
2269,Tim,Apartment,2.1,16:30:47,17,Garden City
2270,Angel,House,0.9,16:54:55,7,Collister North
2271,Angel,House,2.2,17:23:24,18,Garden City
2272,Sammie,House,0.9,17:48:52,7,Collister North
2273,Sammie,Apartment,3.1,18:22:56,27,North End
2274,Tim,Apartment,3.5,19:13:18,31,White Water (Downtown)
2275,Tim,Business,0.6,20:02:44,4,Collister South
2276,Sammie,Apartment,3.1,20:35:02,27,Bogus Basin
2277,Sammie,Business,0.5,11:52:59,4,Collister South
2278,Angel,House,2.1,12:26:56,17,Collister North
2279,Tim,House,1.7,12:46:50,14,Collister North
2280,Angel,Apartment,0.4,13:01:34,3,White Water (Downtown)
2281,Paul,Apartment,1,14:32:05,8,Collister North
2282,Sammie,House,3.3,15:23:04,29,Garden City
2283,Angel,House,0.9,16:01:28,7,Collister North
2284,Sammie,House,2.5,16:54:20,21,Collister North
2285,Angel,House,3.2,17:32:58,28,Garden City
2286,Angel,Apartment,0.2,17:38:07,1,Collister North
2287,Sammie,House,2.2,18:07:00,18,Garden City
2288,Paul,Apartment,2.4,18:34:43,20,Garden City
2289,Tim,House,3.1,18:56:57,27,White Water (Downtown)
2290,Tim,House,1.4,20:02:47,11,Collister South
2291,Angel,House,2,11:58:00,16,White Water (Downtown)
2292,Paul,House,1.1,12:41:39,8,Collister South
2293,Tim,Apartment,3.1,13:06:26,27,Garden City
2294,Angel,Apartment,1.2,14:36:34,9,Collister North
2295,Tim,House,0.8,15:09:16,6,Collister North
2296,Paul,House,1,16:15:28,8,Collister South
2297,Paul,House,1.8,16:18:57,14,Collister North
2298,Sammie,Apartment,3,17:02:17,26,North End
2299,Sammie,House,2.5,17:35:51,21,North End
2300,Tim,House,1.1,17:48:43,8,Collister North
2301,Tim,House,1,19:05:40,8,Collister North
2302,Sammie,House,2.3,19:52:25,19,White Water (Downtown)
2303,Sammie,House,0.9,19:56:28,7,Collister South
2304,Tim,House,2.2,20:06:42,18,North End
2305,Tim,Apartment,3.9,20:19:50,34,Bogus Basin
2306,Angel,House,2.7,20:39:10,23,Collister North
2307,Paul,House,2.5,11:36:44,21,North End
2308,Tim,House,1.2,12:18:34,10,Collister North
2309,Angel,Business,1.7,12:37:51,14,North End
2310,Tim,House,8.1,13:36:02,76,Hidden Springs
2311,Paul,Apartment,3.1,13:57:41,27,North End
2312,Paul,Business,0.5,14:11:12,4,Collister South
2313,Sammie,Apartment,2,14:47:43,17,Garden City
2314,Sammie,House,1.1,17:20:28,9,Collister North
2315,Tim,Apartment,0.7,17:54:34,6,Collister South
2316,Tim,House,1.6,18:08:31,13,Collister North
2317,Sammie,House,0.9,18:53:17,7,White Water (Downtown)
2318,Sammie,House,1,19:43:06,8,Collister North
2319,Angel,House,0.9,20:35:48,7,White Water (Downtown)
2320,Tim,House,1.5,11:51:39,12,White Water (Downtown)
2321,Angel,Apartment,0.7,12:16:47,6,Collister North
2322,Paul,Apartment,3.4,12:30:22,29,West Glennwood
2323,Sammie,Apartment,3,12:52:09,26,West Glennwood
2324,Angel,Apartment,2.2,12:52:11,18,Garden City
2325,Sammie,Apartment,1,13:29:53,8,Collister South
2326,Angel,House,2.3,13:55:58,19,North End
2327,Angel,Apartment,0.7,14:26:22,6,Collister South
2328,Sammie,Hotel,3.6,15:17:46,31,White Water (Downtown)
2329,Paul,House,7.5,15:21:37,70,Hidden Springs
2330,Tim,House,1.4,15:51:06,11,Collister South
2331,Tim,Apartment,2.5,16:26:06,21,White Water (Downtown)
2332,Angel,House,1.3,16:49:12,11,Collister North
2333,Paul,House,2.3,17:02:51,19,White Water (Downtown)
2334,Tim,Apartment,1.2,17:03:09,10,Collister South
2335,Angel,Hotel,3.1,17:22:48,27,White Water (Downtown)
2336,Tim,House,2.5,17:32:27,21,North End
2337,Paul,Apartment,0.5,17:52:15,4,White Water (Downtown)
2338,Paul,House,1.8,18:08:49,15,Collister North
2339,Sammie,Apartment,0.08,18:18:22,1,White Water (Downtown)
2340,Sammie,House,2.5,18:44:40,21,North End
2341,Tim,Hotel,3.1,18:48:31,27,White Water (Downtown)
2342,Tim,Apartment,2.6,19:02:20,22,West Glennwood
2343,Sammie,House,4.3,19:15:37,38,Bogus Basin
2344,Sammie,House,8.1,19:54:31,76,Hidden Springs
2345,Angel,Apartment,0.3,20:46:19,2,Collister North
2346,Tim,House,1.8,12:00:57,15,Collister North
2347,Angel,House,2.5,12:20:57,21,North End
2348,Paul,House,2.6,12:45:11,22,White Water (Downtown)
2349,Sammie,House,2.3,13:14:51,19,North End
2350,Angel,House,0.9,13:32:15,7,Collister North
2351,Sammie,Apartment,3,14:08:54,26,West Glennwood
2352,Angel,House,1.7,15:33:42,14,Collister North
2353,Angel,House,1.6,17:29:46,13,Collister South
2354,Sammie,Hotel,3.2,18:02:07,28,Garden City
2355,Paul,Apartment,3.4,18:37:10,29,West Glennwood
2356,Tim,Apartment,2.3,20:10:10,19,Garden City
2357,Tim,Apartment,2.7,11:46:24,23,Garden City
2358,Angel,Apartment,3.5,12:20:21,30,West Glennwood
2359,Paul,Apartment,0.4,13:14:05,3,White Water (Downtown)
2360,Tim,Apartment,2.2,13:59:52,18,Garden City
2361,Angel,House,1,15:32:56,8,Collister South
2362,Angel,House,1.8,17:06:54,15,Collister North
2363,Paul,House,6.4,17:56:20,59,Hidden Springs
2364,Tim,House,2.5,19:10:52,21,White Water (Downtown)
2365,Angel,Apartment,0.8,19:37:09,6,Collister South
2366,Sammie,House,1.1,20:25:19,9,Collister South
2367,Angel,House,3.5,11:58:01,30,West Glennwood
2368,Tim,House,1,12:19:49,8,Collister North
2369,Paul,House,1.2,14:10:29,10,Collister North
2370,Paul,House,2.2,15:01:55,18,Collister North
2371,Sammie,House,3.3,15:47:31,29,North End
2372,Sammie,House,2.5,16:11:14,21,North End
2373,Tim,Apartment,1.2,12:30:38,10,Collister South
2374,Tim,Hotel,1.1,14:48:07,9,Collister North
2375,Sammie,House,3.3,16:11:36,29,Bogus Basin
2376,Sammie,House,2.1,17:39:33,18,North End
2377,Angel,House,1.5,18:15:02,12,Collister North
2378,Tim,Business,0.5,19:07:03,4,Collister South
2379,Angel,House,3.1,19:29:35,26,North End
2380,Paul,Apartment,3.2,20:16:15,27,White Water (Downtown)
2381,Sammie,Apartment,3.5,20:24:15,29,North End
2382,Angel,House,7.8,20:33:15,72,Hidden Springs
2383,Sammie,House,3,20:46:02,25,North End
2384,Angel,Apartment,0.3,11:57:00,2,Collister North
2385,Angel,House,7.6,12:14:34,70,Hidden Springs
2386,Sammie,House,1.2,12:48:05,9,Collister South
2387,Paul,House,1,13:30:48,8,Collister North
2388,Tim,Apartment,2.9,13:57:36,24,Garden City
2389,Tim,Apartment,1.9,14:30:40,15,Garden City
2390,Angel,Apartment,3.5,15:04:12,29,White Water (Downtown)
2391,Paul,House,1.8,15:22:47,14,Collister North
2392,Tim,Apartment,2.5,15:28:24,20,White Water (Downtown)
2393,Angel,House,7.6,15:29:39,70,Hidden Springs
2394,Sammie,House,3.3,15:31:04,27,Bogus Basin
2395,Angel,House,2.8,15:35:47,23,West Glennwood
2396,Sammie,Apartment,3.1,16:06:27,26,North End
2397,Angel,Apartment,3.1,16:41:00,26,North End
2398,Angel,House,1.4,16:44:51,11,Collister North
2399,Sammie,Apartment,3.4,17:35:20,28,Bogus Basin
2400,Paul,Apartment,2.2,17:39:57,18,Garden City
2401,Tim,Apartment,3,17:44:59,25,West Glennwood
2402,Tim,Apartment,0.2,19:10:16,1,Collister North
2403,Angel,Hotel,2.7,19:23:37,22,White Water (Downtown)
2404,Paul,House,2.2,19:46:05,18,Garden City
2405,Tim,House,7.2,19:54:45,66,Hidden Springs
2406,Tim,House,4.5,20:05:14,39,Bogus Basin
2407,Paul,House,2,12:34:04,16,Collister North
2408,Paul,House,2.1,13:23:09,17,Collister North
2409,Sammie,Apartment,0.4,13:54:47,3,White Water (Downtown)
2410,Sammie,Apartment,0.3,14:41:05,2,Collister North
2411,Tim,House,0.9,14:59:25,7,Collister North
2412,Tim,Apartment,0.4,15:18:31,3,Collister North
2413,Sammie,House,3,15:25:45,25,West Glennwood
2414,Sammie,House,0.9,15:43:09,7,Collister South
2415,Angel,Apartment,3.3,16:08:21,27,North End
2416,Tim,Apartment,2.7,16:43:57,22,North End
2417,Angel,Apartment,2.5,17:22:33,20,White Water (Downtown)
2418,Paul,Apartment,0.3,18:10:21,2,White Water (Downtown)
2419,Sammie,House,0.6,18:30:31,4,Collister South
2420,Angel,Hotel,2.7,18:54:07,22,White Water (Downtown)
2421,Sammie,Apartment,1.2,19:08:05,9,Collister North
2422,Angel,Apartment,1,19:15:41,8,Collister North
2423,Angel,House,1.3,20:07:54,10,Collister North
2424,Sammie,House,7.7,11:41:28,71,Hidden Springs
2425,Paul,House,2.5,11:57:00,20,North End
2426,Tim,Apartment,0.9,12:14:34,7,Collister South
2427,Tim,Apartment,2.6,12:27:29,21,White Water (Downtown)
2428,Angel,Apartment,0.5,13:57:36,4,White Water (Downtown)
2429,Paul,Apartment,0.2,14:30:40,1,Collister North
2430,Tim,House,1.1,15:14:38,8,Collister North
2431,Angel,House,0.9,15:28:24,7,Collister South
2432,Tim,Apartment,2.9,15:29:39,24,Bogus Basin
2433,Angel,House,3.2,15:31:04,27,North End
2434,Paul,House,1,16:03:36,8,Collister North
2435,Sammie,House,3.1,16:41:00,26,West Glennwood
2436,Angel,Apartment,0.5,16:44:51,4,White Water (Downtown)
2437,Sammie,House,1.1,16:51:43,8,Collister South
2438,Angel,House,2.3,17:39:57,18,Garden City
2439,Angel,House,1.9,17:44:59,15,North End
2440,Sammie,Apartment,0.8,17:53:13,6,Collister North
2441,Paul,House,3.4,19:10:16,28,North End
2442,Tim,Apartment,1.5,19:46:05,12,Collister South
2443,Tim,House,1.9,19:49:40,15,North End
2444,Angel,Apartment,2.1,20:05:14,17,Garden City
2445,Paul,House,2.1,12:07:50,17,Bogus Basin
2446,Tim,Apartment,0.4,12:57:52,3,White Water (Downtown)
2447,Tim,Apartment,2.7,13:45:24,22,North End
2448,Paul,House,2.2,15:08:38,18,Collister North
2449,Sammie,Apartment,0.4,16:19:36,3,White Water (Downtown)
2450,Sammie,Apartment,0.4,16:46:31,3,White Water (Downtown)
2451,Tim,Apartment,2.4,17:08:16,19,Garden City
2452,Tim,House,2.3,19:47:11,18,Collister North
2453,Sammie,House,1.8,20:02:33,14,Bogus Basin
2454,Sammie,House,0.9,20:33:56,7,Collister South
2455,Angel,Apartment,1.7,20:48:17,13,Collister North
2456,Angel,House,2.6,11:22:15,21,North End
2457,Paul,Apartment,2.2,12:34:00,18,White Water (Downtown)
2458,Sammie,House,1.2,13:45:24,9,Collister South
2459,Angel,House,1.2,15:42:10,9,Collister South
2460,Sammie,Apartment,0.3,16:19:36,2,Collister North
2461,Angel,House,2.3,16:58:36,18,West Glennwood
2462,Angel,Business,3,17:52:28,25,West Glennwood
2463,Sammie,Apartment,3.2,18:22:32,27,Garden City
2464,Paul,Apartment,2.1,18:27:31,17,Garden City
2465,Tim,Business,0.9,18:53:52,7,Collister South
2466,Tim,House,2.9,20:33:56,24,West Glennwood
2467,Angel,Apartment,2.07,11:40:10,16,White Water (Downtown)
2468,Paul,House,1.8,12:54:17,14,Collister North
2469,Tim,House,3,13:48:58,25,North End
2470,Angel,Apartment,2.5,15:36:58,20,White Water (Downtown)
2471,Tim,Apartment,2.5,17:17:32,20,White Water (Downtown)
2472,Angel,Apartment,2.5,17:46:02,20,White Water (Downtown)
2473,Paul,House,3.8,18:15:31,32,Bogus Basin
2474,Sammie,House,8.1,19:00:38,76,Hidden Springs
2475,Angel,Apartment,3.6,20:34:28,30,North End
2476,Sammie,House,1.3,12:04:33,10,Collister South
2477,Angel,House,3.2,12:45:45,27,Bogus Basin
2478,Angel,Apartment,1.7,14:05:28,13,White Water (Downtown)
2479,Sammie,Apartment,2.5,14:58:50,20,White Water (Downtown)
2480,Paul,House,0.9,15:39:31,7,Collister South
2481,Tim,House,1.5,16:07:49,12,Garden City
2482,Tim,House,8.2,16:53:29,77,Hidden Springs
2483,Angel,House,7.2,17:09:32,66,Hidden Springs
2484,Paul,House,1,17:56:50,8,White Water (Downtown)
2485,Tim,House,1.9,18:39:44,15,Collister North
2486,Tim,House,0.06,19:14:05,0,Collister South
2487,Paul,House,1.2,20:44:30,9,Collister South
2488,Paul,Apartment,2.5,11:50:40,20,White Water (Downtown)
2489,Sammie,Apartment,1.7,12:13:10,13,White Water (Downtown)
2490,Sammie,House,3.6,12:27:16,30,Bogus Basin
2491,Tim,Apartment,2.5,12:55:27,20,West Glennwood
2492,Tim,House,3.1,13:12:15,26,Garden City
2493,Sammie,House,2,13:39:32,16,Garden City
2494,Sammie,House,1.3,13:50:30,10,White Water (Downtown)
2495,Angel,Apartment,0.4,14:15:30,3,White Water (Downtown)
2496,Tim,House,2.2,15:29:38,18,Bogus Basin
2497,Angel,Apartment,0.3,16:15:23,2,White Water (Downtown)
2498,Paul,Apartment,2.2,17:17:21,18,Garden City
2499,Sammie,Apartment,0.6,17:24:32,4,White Water (Downtown)
2500,Angel,Apartment,0.3,17:58:08,2,White Water (Downtown)
2501,Sammie,House,1.1,18:04:07,8,Collister South
2502,Angel,Apartment,2.5,18:54:02,22,White Water (Downtown)
2503,Angel,House,2.5,19:26:31,22,Collister North
2504,Sammie,Apartment,1.3,19:53:22,11,Collister North
2505,Paul,Apartment,4.1,20:16:39,37,Bogus Basin
2506,Tim,Business,0.9,20:50:33,8,Collister South
2507,Tim,House,1.2,11:02:20,10,Collister North
2508,Angel,House,4.9,11:41:28,45,Bogus Basin
2509,Paul,House,0.8,11:57:00,7,Collister South
2510,Tim,Apartment,2.5,12:14:34,22,White Water (Downtown)
2511,Angel,Apartment,3,12:27:29,27,White Water (Downtown)
2512,Angel,House,2.7,12:48:05,24,North End
2513,Tim,Apartment,3.3,13:30:48,30,North End
2514,Paul,House,3.6,13:57:36,33,North End
2515,Paul,House,4.1,14:30:40,37,North End
2516,Sammie,Apartment,0.2,15:04:12,2,White Water (Downtown)
2517,Sammie,Hotel,2.9,15:14:38,26,White Water (Downtown)
2518,Tim,Hotel,3.1,15:22:47,28,Garden City
2519,Tim,House,0.9,15:28:24,8,Collister South
2520,Sammie,Apartment,4,15:29:39,36,North End
2521,Sammie,House,1,15:31:04,9,Collister South
2522,Angel,House,1.5,15:35:47,13,Collister South
2523,Tim,House,0.2,16:03:36,2,Collister South
2524,Angel,House,2.9,16:06:27,26,Bogus Basin
2525,Paul,House,1.3,16:41:00,11,Collister North
2526,Sammie,Apartment,2.2,16:44:51,20,White Water (Downtown)
2527,Angel,Apartment,3.8,16:51:43,35,Bogus Basin
2528,Sammie,House,2.8,17:35:20,25,Bogus Basin
2529,Angel,Apartment,3.7,17:39:57,34,North End
2530,Angel,House,1.6,17:44:59,14,Collister North
2531,Sammie,House,2.4,17:53:13,21,White Water (Downtown)
2532,Paul,House,2.4,19:10:16,21,North End
2533,Tim,House,2,19:23:37,18,Collister North
2534,Tim,Apartment,1.4,19:46:05,12,Collister North
2535,Angel,Business,3.7,19:49:40,34,North End
2536,Paul,House,2.6,19:54:45,23,Collister North
2537,Tim,Apartment,0.2,20:05:14,2,Collister North
2538,Sammie,Apartment,2.3,20:15:17,20,Garden City
2539,Tim,House,2.6,20:26:02,23,Collister North
2540,Tim,House,2.5,20:37:13,22,Collister North
2541,Sammie,Apartment,0.4,12:17:40,3,White Water (Downtown)
2542,Sammie,Apartment,3.5,12:31:26,32,White Water (Downtown)
2543,Angel,House,4.3,12:35:26,39,West Glennwood
2544,Tim,House,1.2,13:05:35,10,Collister North
2545,Angel,Business,3.7,13:07:44,34,White Water (Downtown)
2546,Paul,House,1.2,13:11:38,10,Collister South
2547,Angel,Business,2.2,13:16:32,20,Collister North
2548,Sammie,House,3.1,13:29:21,28,West Glennwood
2549,Paul,Business,3,13:37:04,27,Garden City
2550,Tim,House,1.2,13:40:23,10,White Water (Downtown)
2551,Tim,Hotel,3,13:48:58,27,Garden City
2552,Angel,Business,2.8,14:09:02,25,Garden City
2553,Paul,Apartment,2.7,14:41:12,24,North End
2554,Tim,Apartment,3.5,14:58:00,32,North End
2555,Sammie,Apartment,3.5,15:30:43,32,North End
2556,Sammie,Apartment,2.2,15:36:58,20,Garden City
2557,Paul,House,3.3,17:05:56,30,West Glennwood
2558,Angel,House,0.6,17:14:47,5,Collister South
2559,Angel,Apartment,2.7,17:17:32,24,West Glennwood
2560,Angel,House,0.9,17:25:18,8,Collister South
2561,Paul,House,3,17:41:11,27,West Glennwood
2562,Paul,House,3.8,17:52:04,35,North End
2563,Sammie,House,0.7,18:15:31,6,White Water (Downtown)
2564,Sammie,House,3.7,18:33:16,34,North End
2565,Tim,Apartment,0.4,18:36:29,3,White Water (Downtown)
2566,Tim,Apartment,1.1,18:42:44,9,White Water (Downtown)
2567,Sammie,House,0.4,18:44:50,3,Collister South
2568,Sammie,House,1.5,18:59:05,13,Collister South
2569,Angel,House,1.8,19:00:38,16,Bogus Basin
2570,Tim,Apartment,0.8,19:37:02,7,Collister South
2571,Angel,House,3.6,19:41:29,33,North End
2572,Paul,House,8.4,20:01:01,80,Hidden Springs
2573,Angel,House,2.8,20:34:28,25,Collister North
2574,Sammie,Hotel,2.7,20:45:44,24,White Water (Downtown)
2575,Paul,House,2.5,11:30:48,22,North End
2576,Tim,House,4.2,12:22:23,38,Bogus Basin
2577,Tim,Apartment,3.6,12:39:25,33,North End
2578,Angel,Apartment,1.1,13:39:03,9,Collister South
2579,Paul,Apartment,2.9,15:26:57,26,White Water (Downtown)
2580,Tim,House,1.3,16:06:17,11,Collister North
2581,Sammie,House,0.9,16:34:38,8,Collister North
2582,Sammie,Hotel,2.7,16:50:19,24,Garden City
2583,Paul,Apartment,3.3,17:49:03,30,North End
2584,Angel,House,2.3,19:42:04,20,North End
2585,Angel,House,8.4,20:17:04,80,Hidden Springs
2586,Angel,Apartment,2,12:06:33,18,North End
2587,Paul,Business,0.6,12:23:06,5,Collister South
2588,Paul,Apartment,2.5,13:57:07,22,White Water (Downtown)
2589,Sammie,House,1.3,14:22:30,11,Collister North
2590,Sammie,House,2.7,16:10:32,24,North End
2591,Tim,House,1.3,17:34:31,11,Collister North
2592,Tim,Apartment,3,18:35:23,27,Garden City
2593,Sammie,Apartment,2.5,19:00:36,22,White Water (Downtown)
2594,Sammie,Apartment,1.3,19:36:20,11,Collister North
2595,Angel,House,2.2,20:06:57,20,Collister North
