Order_ID,Order_Channel,Order_Date,Pizza_Size,Pizza_Type,Side_Order,Order_Amount,Tip,Payment_Method
1807,Call Center,3/14/2020,Large,ital_supr,"Wings , Drink",20.17,3,Card
1808,Website,3/15/2020,XXL,sicilian,"Wings,Drink, Pasta",35.17,5,Card
1809,Website,3/15/2020,XLarge,veggie_veg,"Wings , Drink",31.43,8,Card
1810,Website,3/15/2020,Large,spin_pestoach_supr,Wings,17.29,2.71,Cash
1811,Website,3/15/2020,Large,cali_ckn,"Wings , Drink",20.21,5,Card
1812,Website,3/15/2020,Medium,ital_supr,Drink,14.65,0.35,Cash
1813,Call Center,3/15/2020,Large,pepperoni,Wings,15.18,5,Card
1814,WhatsApp,3/15/2020,XXL,thai_ckn,"Wings,Drink, Pasta",39.54,6,Card
1815,Website,3/15/2020,Medium,pepperoni,No Side,11.86,2,Card
1816,Website,3/15/2020,Large,ckn_pesto,"Wings , Drink",20.57,2,Card
1817,Website,3/15/2020,XXL,pep_msh_pep,"Wings,Drink, Pasta",38.9,5.1,Cash
1818,Website,3/15/2020,Medium,pep_msh_pep,Drink,14.65,2.35,Cash
1819,Website,3/15/2020,Medium,five_cheese,Drink,12.87,0,Cash
1820,Website,3/15/2020,Large,veggie_veg,Wings,18.25,2,Card
1821,Website,3/15/2020,XXL,bbq_ckn,"Wings,Drink, Pasta",35.55,2,Card
1822,Website,3/15/2020,XLarge,thai_ckn,"Wings , Drink",28.53,1.47,Cash
1823,Call Center,3/15/2020,Large,southw_ckn,Wings,16.73,2,Card
1824,Website,3/15/2020,Medium,big_meat,Drink,12.54,3,Card
1825,Website,3/15/2020,XLarge,cali_ckn,"Wings , Drink",30,4,Card
1826,Website,3/15/2020,XLarge,ckn_pesto,"Wings , Drink",27.85,3.15,Cash
1827,Call Center,3/17/2020,Large,five_cheese,"Wings , Drink",22.44,2,Card
1828,Call Center,3/17/2020,XXL,four_cheese,"Wings,Drink, Pasta",39.02,4.98,Cash
1829,Call Center,3/17/2020,Large,ital_supr,Wings,17.42,3,Card
1830,Call Center,3/17/2020,XXL,ital_supr,"Wings,Drink, Pasta",38.48,2,Card
1831,Call Center,3/17/2020,XLarge,napolitana,"Wings , Drink",33.17,6.83,Cash
1832,Website,3/17/2020,Medium,prsc_argla,No Side,10.26,1.5,Card
1833,Website,3/17/2020,Large,sicilian,"Wings , Drink",22.08,0,Card
1834,Website,3/17/2020,Large,spin_pestoach_supr,Wings,19.26,5,Card
1835,Website,3/17/2020,Large,spin_pestoach_supr,"Wings , Drink",24.46,5,Card
1836,Call Center,3/17/2020,Large,spin_pestoach_supr,"Wings , Drink",23.67,5,Card
1837,Call Center,3/18/2020,XLarge,the_greek,"Wings , Drink",25.67,4.33,Card
1838,WhatsApp,3/18/2020,Medium,napolitana,Drink,14.65,3.35,Card
1839,Call Center,3/18/2020,Large,bbq_ckn,Wings,16.07,4,Card
1840,Call Center,3/18/2020,Medium,napolitana,Drink,14.65,2,Card
1841,Website,3/18/2020,XLarge,peppr_salami,"Wings , Drink",31.95,8.05,Cash
1842,Website,3/18/2020,Large,bbq_ckn,"Wings , Drink",21.28,3.72,Cash
1843,Call Center,3/18/2020,XLarge,cali_ckn,"Wings , Drink",32.98,3,Card
1844,Website,3/18/2020,Medium,classic_dlx,Drink,14.65,2,Card
1845,WhatsApp,3/18/2020,Large,four_cheese,"Wings , Drink",22.08,3,Card
1846,Website,3/18/2020,Medium,mediterraneo,Drink,12.01,3,Cash
1847,Website,3/18/2020,Large,napolitana,"Wings , Drink",21,3,Cash
1848,Website,3/18/2020,Large,the_greek,"Wings , Drink",24.34,4.66,Cash
1849,Call Center,3/18/2020,XLarge,spicy_ital,"Wings , Drink",32.69,2,Card
1850,Website,3/18/2020,Large,veggie_veg,"Wings , Drink",21,2,Card
1851,Website,3/18/2020,Medium,mexicana,Drink,14.1,3,Card
1852,Website,3/19/2020,XXL,sicilian,"Wings,Drink, Pasta",35.52,4,Card
1853,Website,3/19/2020,XLarge,spicy_ital,"Wings , Drink",27.36,3,Card
1854,Website,3/19/2020,Medium,five_cheese,No Side,11.48,3,Card
1855,Website,3/19/2020,Large,pepperoni,"Wings , Drink",21.55,4,Card
1856,Call Center,3/19/2020,Large,pep_msh_pep,Wings,15.71,1,Card
1857,WhatsApp,3/19/2020,Large,calabrese,"Wings , Drink",22.61,0,Card
1858,WhatsApp,3/19/2020,Large,hawaiian,Wings,17.31,2.69,Cash
1859,Call Center,3/19/2020,XLarge,napolitana,"Wings , Drink",26.31,3.69,Cash
1860,Website,3/19/2020,XLarge,veggie_veg,"Wings , Drink",31.07,1.93,Cash
1861,Website,3/19/2020,Large,hawaiian,"Wings , Drink",22.59,7.41,Cash
1862,Call Center,3/19/2020,Large,soppressata,Wings,15.18,2,Card
1863,Website,3/19/2020,Large,green_garden,"Wings , Drink",24.68,6.32,Cash
1864,WhatsApp,3/19/2020,Medium,hawaiian,No Side,11.86,4,Card
1865,WhatsApp,3/19/2020,Large,ital_supr,Wings,18.99,3.5,Card
1866,Website,3/20/2020,Large,prsc_argla,Wings,15.71,3,Card
1867,Website,3/20/2020,XLarge,pep_msh_pep,"Wings , Drink",25.47,3,Card
1868,WhatsApp,3/20/2020,Large,southw_ckn,"Wings , Drink",21,3,Card
1869,Website,3/20/2020,Large,bbq_ckn,Wings,15.72,4.28,Cash
1870,Website,3/20/2020,Medium,four_cheese,Drink,14.66,3,Card
1871,Call Center,3/20/2020,Large,ckn_alfredo,"Wings , Drink",24.94,6,Card
1872,Website,3/20/2020,Large,spin_pesto,"Wings , Drink",22.6,5,Card
1873,Call Center,3/20/2020,XXL,veggie_veg,"Wings,Drink, Pasta",41.13,5.87,Card
1874,Website,3/20/2020,XLarge,napolitana,"Wings , Drink",25.87,3,Card
1875,Website,3/20/2020,Large,pepperoni,"Wings , Drink",22.15,0,Card
1876,WhatsApp,3/20/2020,Large,spicy_ital,Wings,15.44,3,Card
1877,WhatsApp,3/20/2020,Large,veggie_veg,Wings,17.56,2.44,Cash
1878,WhatsApp,3/20/2020,Large,four_cheese,Wings,15.97,2,Card
1879,WhatsApp,3/20/2020,Large,prsc_argla,Wings,17.18,0,Card
1880,Website,3/20/2020,Large,calabrese,Wings,17.18,1,Card
1881,Call Center,3/20/2020,Medium,cali_ckn,Drink,14.65,0,Card
1882,Call Center,3/20/2020,Large,sicilian,Wings,18.26,2,Card
1883,WhatsApp,3/20/2020,Large,soppressata,Wings,15.27,3.73,Cash
1884,Website,3/20/2020,XXL,ital_supr,"Wings,Drink, Pasta",37.85,0,Card
1885,WhatsApp,3/20/2020,Large,soppressata,"Wings , Drink",20.03,2.97,Cash
1886,Website,3/20/2020,Large,thai_ckn,Wings,17.84,3,Card
1887,WhatsApp,3/20/2020,Large,the_greek,"Wings , Drink",21.5,3.5,Cash
1888,Website,3/20/2020,XLarge,classic_dlx,"Wings , Drink",31.21,3,Card
1889,Website,3/20/2020,Medium,ital_supr,Drink,14.65,3,Card
1890,Website,3/20/2020,Large,the_greek,"Wings , Drink",21,6,Cash
1891,Website,3/21/2020,Large,cali_ckn,Wings,16.78,3,Card
1892,WhatsApp,3/21/2020,XLarge,ital_supr,"Wings , Drink",25.66,5.34,Cash
1893,Website,3/21/2020,Large,peppr_salami,Wings,15.38,1,Card
1894,Call Center,3/21/2020,Large,sicilian,Wings,17.28,2,Card
1895,Call Center,3/21/2020,Large,ital_supr,"Wings , Drink",22.08,2,Card
1896,Website,3/21/2020,Large,mexicana,Wings,17.18,3.82,Cash
1897,Call Center,3/21/2020,XLarge,southw_ckn,"Wings , Drink",25.92,2.08,Cash
1898,Call Center,3/21/2020,XLarge,classic_dlx,"Wings , Drink",31.5,5,Card
1899,Website,3/21/2020,Large,brie_carre,Wings,18.37,3,Card
1900,Website,3/21/2020,Large,four_cheese,Wings,18.9,2,Card
1901,WhatsApp,3/21/2020,Large,peppr_salami,"Wings , Drink",24.92,5,Card
1902,WhatsApp,3/21/2020,Medium,sicilian,Drink,14.65,2.35,Cash
1903,Website,3/21/2020,Large,cali_ckn,Wings,16.78,3.22,Cash
1904,Call Center,3/21/2020,Large,sicilian,"Wings , Drink",20.78,5,Card
1905,Call Center,3/21/2020,Large,ital_supr,"Wings , Drink",21.36,5,Card
1906,Website,3/21/2020,Medium,classic_dlx,Drink,14.65,2.35,Card
1907,Website,3/21/2020,Large,pep_msh_pep,"Wings , Drink",20.57,3,Cash
1908,Call Center,3/21/2020,Medium,ckn_alfredo,Drink,12.273,0,Cash
1909,Website,3/21/2020,Large,spin_pestoach_supr,Wings,19.78,1,Card
1910,Website,3/22/2020,Large,bbq_ckn,"Wings , Drink",21.37,0,Card
1911,Website,3/22/2020,Large,five_cheese,"Wings , Drink",23.48,4,Card
1912,Website,3/22/2020,Large,pep_msh_pep,Wings,17.84,2.16,Card
1913,Website,3/22/2020,XLarge,prsc_argla,"Wings , Drink",28.44,3,Card
1914,Website,3/22/2020,XLarge,spin_pestoach_supr,"Wings , Drink",28.44,2.56,Cash
1915,WhatsApp,3/22/2020,Medium,thai_ckn,Drink,12.38,2,Card
1916,WhatsApp,3/22/2020,Large,bbq_ckn,Wings,19.25,4,Card
1917,WhatsApp,3/22/2020,XLarge,the_greek,"Wings , Drink",26.31,0.69,Cash
1918,Call Center,3/22/2020,Medium,four_cheese,Drink,14.65,0,Card
1919,Website,3/22/2020,Medium,ital_supr,Drink,14.65,3.35,Card
1920,Call Center,3/22/2020,Large,prsc_argla,Wings,17.18,2.82,Cash
1921,Website,3/22/2020,XLarge,southw_ckn,"Wings , Drink",25.78,5,Card
1922,WhatsApp,3/22/2020,Medium,classic_dlx,Drink,14.94,3.06,Cash
1923,WhatsApp,3/22/2020,XLarge,ital_supr,"Wings , Drink",28.04,5,Card
1924,WhatsApp,3/22/2020,Large,ital_supr,"Wings , Drink",20.46,6.54,Cash
1925,WhatsApp,3/22/2020,Medium,ital_supr,Drink,14.65,3,Card
1926,Website,3/22/2020,Large,big_meat,Wings,16.77,2,Card
1927,Website,3/22/2020,XLarge,ital_supr,"Wings , Drink",30.01,3,Card
1928,Website,3/22/2020,Medium,ital_supr,Drink,13.97,0,Card
1929,Call Center,3/22/2020,XLarge,southw_ckn,"Wings , Drink",26.31,3.69,Cash
1930,Website,3/22/2020,XLarge,southw_ckn,"Wings , Drink",28.73,5,Card
1931,Website,3/22/2020,Medium,veggie_veg,Drink,14.65,0,Card
1932,Website,3/22/2020,XLarge,calabrese,"Wings , Drink",30.8,5,Card
1933,Website,3/22/2020,Medium,thai_ckn,Drink,14.65,2,Card
1934,Call Center,3/23/2020,Medium,spin_pestoach_supr,No Side,11.48,2,Card
1935,Call Center,3/23/2020,Large,thai_ckn,Wings,15.71,3,Card
1936,Call Center,3/23/2020,XLarge,veggie_veg,"Wings , Drink",31.61,7,Card
1937,Website,3/23/2020,Large,napolitana,"Wings , Drink",23.14,0,Card
1938,Website,3/23/2020,Large,hawaiian,"Wings , Drink",24.8,3,Card
1939,Website,3/23/2020,Large,southw_ckn,Wings,19.94,5.06,Cash
1940,WhatsApp,3/23/2020,Large,five_cheese,Wings,15.18,0,Card
1941,Call Center,3/24/2020,Large,cali_ckn,Wings,19.63,2,Card
1942,Call Center,3/24/2020,XLarge,spicy_ital,"Wings , Drink",27.25,6,Card
1943,WhatsApp,3/24/2020,XXL Pizza,sicilian,"Wings, Pasta, Salad",58.61,10,Card
1944,Call Center,3/24/2020,Large,spin_pestoach_supr,Wings,17.42,2,Card
1945,Website,3/24/2020,Medium,five_cheese,Drink,13.3,6.7,Cash
1946,WhatsApp,3/24/2020,Medium,spin_pestoach_supr,Drink,14.65,2,Card
1947,Call Center,3/24/2020,Large,pepperoni,Wings,15.72,5,Card
1948,Website,3/24/2020,XXL,thai_ckn,"Wings,Drink, Pasta",35.92,4.47,Cash
1949,Website,3/24/2020,Large,ckn_pesto,Wings,16.77,3.23,Cash
1950,WhatsApp,3/24/2020,Large,four_cheese,Wings,18.25,1.75,Cash
1951,WhatsApp,3/24/2020,Medium,ital_supr,Drink,14.65,3,Card
1952,WhatsApp,3/25/2020,XLarge,mexicana,"Wings , Drink",28.44,1.56,Cash
1953,WhatsApp,3/25/2020,XLarge,prsc_argla,"Wings , Drink",27.11,5,Card
1954,Website,3/25/2020,Medium,spin_pesto,Drink,12.27,3.73,Cash
1955,Call Center,3/25/2020,Medium,veggie_veg,Drink,14.01,1.99,Cash
1956,Website,3/25/2020,Large,prsc_argla,"Wings , Drink",24.16,6,Card
1957,WhatsApp,3/25/2020,Large,napolitana,"Wings , Drink",20.49,3,Card
1958,Website,3/25/2020,Medium,five_cheese,Drink,14.64,2.36,Cash
1959,WhatsApp,3/25/2020,Medium,mexicana,Drink,14.65,2.75,Cash
1960,Call Center,3/25/2020,Large,peppr_salami,Wings,16.78,2.22,Cash
1961,Website,3/26/2020,Large,prsc_argla,Wings,19.13,4,Card
1962,WhatsApp,3/26/2020,Large,veggie_veg,Wings,15.27,3,Card
1963,Website,3/26/2020,Large,five_cheese,Wings,18.57,5,Card
1964,Call Center,3/26/2020,Large,green_garden,"Wings , Drink",23.86,3.14,Cash
1965,WhatsApp,3/26/2020,XLarge,soppressata,"Wings , Drink",28.84,0,Card
1966,WhatsApp,3/26/2020,Large,spin_pestoach_supr,Wings,19.25,2.5,Card
1967,Call Center,3/26/2020,XLarge,ital_supr,"Wings , Drink",33.2,5,Card
1968,Website,3/26/2020,Large,pep_msh_pep,Wings,15.71,4.29,Cash
1969,Website,3/27/2020,Large,thai_ckn,Wings,16.6,5.4,Cash
1970,Website,3/27/2020,XLarge,calabrese,"Wings , Drink",25.6,4,Card
1971,Website,3/27/2020,Medium,hawaiian,Drink,14.65,3.35,Cash
1972,Website,3/27/2020,Large,ital_supr,Wings,18.9,6,Card
1973,Website,3/27/2020,Large,napolitana,"Wings , Drink",21.28,3,Card
1974,Website,3/27/2020,XLarge,southw_ckn,"Wings , Drink",25.52,1.48,Cash
1975,Website,3/27/2020,Large,spicy_ital,Wings,19.51,1.49,Cash
1976,Website,3/27/2020,Large,bbq_ckn,"Wings , Drink",23.33,1.67,Card
1977,Call Center,3/27/2020,XLarge,classic_dlx,"Wings , Drink",32.4,3.6,Cash
1978,Call Center,3/27/2020,XXL Pizza,classic_dlx,"Wings, Pasta, Salad",55.42,10,Card
1979,Call Center,3/27/2020,Large,ital_supr,Wings,19.47,5.53,Cash
1980,Call Center,3/27/2020,Large,napolitana,"Wings , Drink",24.8,5.2,Cash
1981,Call Center,3/27/2020,Large,sicilian,Wings,15.72,4,Card
1982,WhatsApp,3/27/2020,XXL Pizza,sicilian,"Wings, Pasta, Salad",70.58,5,Card
1983,Website,3/27/2020,Large,southw_ckn,"Wings , Drink",21,4,Card
1984,Website,3/27/2020,XLarge,southw_ckn,"Wings , Drink",26.01,3.99,Cash
1985,WhatsApp,3/27/2020,Large,spin_pesto,Wings,16.77,1,Card
1986,Website,3/27/2020,XLarge,spin_pestoach_supr,"Wings , Drink",28.96,0.14,Cash
1987,WhatsApp,3/27/2020,XLarge,thai_ckn,"Wings , Drink",26.31,4,Card
1988,WhatsApp,3/27/2020,Large,ckn_alfredo,Wings,16.5,3.5,Cash
1989,Website,3/27/2020,XLarge,hawaiian,"Wings , Drink",25.1,3,Card
1990,Call Center,3/27/2020,Large,ital_supr,Wings,19.05,5,Cash
1991,WhatsApp,3/27/2020,Large,prsc_argla,"Wings , Drink",22.26,3,Card
1992,Website,3/28/2020,Large,big_meat,"Wings , Drink",21.28,5,Card
1993,Website,3/28/2020,Large,four_cheese,"Wings , Drink",22.08,3.92,Card
1994,WhatsApp,3/28/2020,XLarge,bbq_ckn,"Wings , Drink",25.66,5,Card
1995,Website,3/28/2020,XLarge,big_meat,"Wings , Drink",25.78,7.22,Cash
1996,Website,3/28/2020,Medium,peppr_salami,No Side,8.83,0,Card
1997,Call Center,3/28/2020,Medium,hawaiian,Drink,14.65,1,Card
1998,WhatsApp,3/28/2020,Large,ital_supr,Wings,15.18,2,Card
1999,Website,3/28/2020,XXL,veggie_veg,"Wings,Drink, Pasta",43,7,Card
2000,Call Center,3/28/2020,XLarge,calabrese,"Wings , Drink",27.38,5,Card
2001,Website,3/28/2020,Large,pep_msh_pep,Wings,16.24,0,Card
2002,WhatsApp,3/28/2020,Large,cali_ckn,"Wings , Drink",23.07,3,Card
2003,WhatsApp,3/28/2020,Medium,southw_ckn,No Side,11.36,0.64,Cash
2004,Website,3/28/2020,Large,classic_dlx,Wings,15.44,4,Card
2005,Website,3/28/2020,XXL,veggie_veg,"Wings,Drink, Pasta",39.83,2,Card
2006,Website,3/29/2020,XXL Pizza,napolitana,"Wings, Pasta, Salad",52.97,8,Card
2007,Website,3/29/2020,Medium,southw_ckn,No Side,11.48,3.52,Cash
2008,Website,3/29/2020,XXL Pizza,veggie_veg,"Wings, Pasta, Salad",65.27,5,Card
2009,Website,3/29/2020,Medium,classic_dlx,Drink,12.54,1.5,Card
2010,Website,3/29/2020,Large,pepperoni,"Wings , Drink",21.8,3,Card
2011,Website,3/29/2020,Large,southw_ckn,Wings,19.13,2,Card
2012,Call Center,3/29/2020,Large,thai_ckn,"Wings , Drink",20.22,2,Card
2013,Website,3/29/2020,Large,pep_msh_pep,"Wings , Drink",20.33,1,Card
2014,WhatsApp,3/29/2020,Large,sicilian,"Wings , Drink",24.45,0,Card
2015,Call Center,3/29/2020,XLarge,sicilian,"Wings , Drink",25.66,2,Card
2016,Call Center,3/29/2020,XLarge,ital_supr,"Wings , Drink",26.73,3,Card
2017,Call Center,3/29/2020,Large,soppressata,Wings,19.5,5,Card
2018,Call Center,3/29/2020,XLarge,ckn_alfredo,"Wings , Drink",30.97,5,Card
2019,Website,3/29/2020,Large,green_garden,Wings,17.3,10,Card
2020,Website,3/29/2020,Medium,spicy_ital,Drink,14.65,3,Card
2021,Call Center,3/29/2020,Medium,soppressata,Drink,14.65,2,Card
2022,Website,3/29/2020,XLarge,thai_ckn,"Wings , Drink",29.54,5,Card
2023,WhatsApp,3/29/2020,Large,ckn_pesto,Wings,16.77,3.23,Cash
2024,Call Center,3/29/2020,XLarge,mexicana,"Wings , Drink",30.02,5.98,Card
2025,Website,3/29/2020,Large,prsc_argla,"Wings , Drink",22.59,2,Card
2026,Call Center,3/29/2020,Large,spin_pestoach_supr,Wings,18.37,5,Card
2027,Website,3/29/2020,Medium,napolitana,Drink,14.13,2,Card
2028,Website,3/29/2020,Medium,mexicana,No Side,11.86,0,Cash
2029,WhatsApp,3/29/2020,XLarge,veggie_veg,"Wings , Drink",29.88,2.12,Cash
2030,Call Center,3/29/2020,Large,peppr_salami,Wings,18.9,9.1,Cash
2031,WhatsApp,3/30/2020,Large,mexicana,"Wings , Drink",21.13,7,Card
2032,Website,3/30/2020,Medium,napolitana,Drink,14.12,1.88,Cash
2033,Website,3/30/2020,Medium,spicy_ital,Drink,13.28,2,Card
2034,Website,3/30/2020,Large,brie_carre,"Wings , Drink",24.31,4.69,Cash
2035,Website,3/30/2020,XXL,four_cheese,"Wings,Drink, Pasta",41.65,4,Card
2036,Website,3/30/2020,XLarge,ital_supr,"Wings , Drink",27.29,7.71,Cash
2037,WhatsApp,3/30/2020,Large,mediterraneo,Wings,15.27,0,Cash
2038,Website,3/31/2020,Large,ckn_alfredo,Wings,19.5,3,Card
2039,Call Center,3/31/2020,Large,sicilian,Wings,19.25,3,Card
2040,Website,3/31/2020,Large,peppr_salami,Wings,15.27,4.73,Cash
2041,Website,3/31/2020,Medium,ital_supr,Drink,13.24,2,Card
2042,Website,3/31/2020,XLarge,ckn_pesto,"Wings , Drink",26.83,4,Card
2043,Website,3/31/2020,XLarge,ital_supr,"Wings , Drink",26.94,4,Card
2044,Call Center,3/31/2020,Large,peppr_salami,Wings,15.18,4,Card
2045,Call Center,3/31/2020,Large,four_cheese,"Wings , Drink",24.72,5,Card
2046,Website,3/31/2020,Large,soppressata,Wings,16.78,4.22,Cash
2047,Website,4/1/2020,Medium,big_meat,Drink,12.54,3,Card
2048,Call Center,4/1/2020,XXL Pizza,ital_supr,"Wings, Pasta, Salad",46.44,5,Card
2049,WhatsApp,4/1/2020,Large,spicy_ital,Wings,15.87,3,Card
2050,Website,4/1/2020,Large,spin_pestoach_supr,Wings,16.77,2,Card
2051,WhatsApp,4/1/2020,Large,thai_ckn,Wings,17.51,2.49,Cash
2052,Call Center,4/1/2020,XLarge,thai_ckn,"Wings , Drink",29.3,12,Card
2053,WhatsApp,4/1/2020,Large,pepperoni,Wings,19.95,0,Card
2054,Website,4/1/2020,Large,bbq_ckn,"Wings , Drink",22.08,3,Card
2055,WhatsApp,4/1/2020,XLarge,cali_ckn,"Wings , Drink",28.44,4,Card
2056,Call Center,4/1/2020,Large,ital_supr,"Wings , Drink",22.07,4,Card
2057,WhatsApp,4/1/2020,Medium,bbq_ckn,Drink,14.61,0.39,Cash
2058,Website,4/1/2020,XXL Pizza,big_meat,"Wings, Pasta, Salad",51.72,5,Card
2059,Call Center,4/1/2020,Large,green_garden,Wings,19.95,5,Card
2060,WhatsApp,4/1/2020,Large,ital_supr,Wings,19.41,3,Card
2061,Call Center,4/1/2020,XXL,ital_supr,"Wings,Drink, Pasta",40.59,0,Card
2062,Website,4/1/2020,Medium,pep_msh_pep,Drink,12.27,2,Card
2063,WhatsApp,4/1/2020,XXL,pepperoni,"Wings,Drink, Pasta",40.59,5,Card
2064,Call Center,4/1/2020,XLarge,southw_ckn,"Wings , Drink",25.78,5,Card
2065,WhatsApp,4/1/2020,XXL Pizza,prsc_argla,"Wings, Pasta, Salad",62.33,2,Card
2066,Website,4/1/2020,Large,spicy_ital,Wings,17.75,2.25,Cash
2067,Call Center,4/3/2020,Large,classic_dlx,Wings,17.18,1.82,Cash
2068,Call Center,4/3/2020,Large,spin_pesto,Wings,17,1.5,Card
2069,Website,4/3/2020,Large,big_meat,Wings,18.88,2.12,Cash
2070,Website,4/3/2020,XLarge,pep_msh_pep,"Wings , Drink",26.3,3.7,Cash
2071,WhatsApp,4/3/2020,Large,thai_ckn,Wings,19.94,3,Card
2072,Call Center,4/3/2020,Large,pepperoni,"Wings , Drink",23.75,1.25,Cash
2073,Call Center,4/3/2020,XLarge,brie_carre,"Wings , Drink",26.69,3.31,Cash
2074,Website,4/3/2020,Large,ckn_pesto,Wings,19.96,4,Card
2075,Call Center,4/3/2020,XLarge,ital_supr,"Wings , Drink",25.78,2.22,Card
2076,WhatsApp,4/3/2020,XLarge,peppr_salami,"Wings , Drink",29.28,6,Card
2077,Call Center,4/3/2020,XXL,sicilian,"Wings,Drink, Pasta",36.37,7,Card
2078,WhatsApp,4/3/2020,Large,hawaiian,"Wings , Drink",24.46,5.54,Cash
2079,Website,4/3/2020,Large,prsc_argla,Wings,15.71,2,Card
2080,WhatsApp,4/3/2020,Large,bbq_ckn,"Wings , Drink",20.59,0,Cash
2081,Call Center,4/3/2020,Large,sicilian,Wings,17.52,4.48,Cash
2082,Website,4/3/2020,Large,peppr_salami,"Wings , Drink",20.46,4,Card
2083,Call Center,4/4/2020,Medium,calabrese,No Side,11.48,3,Card
2084,Website,4/4/2020,Large,mediterraneo,Wings,15.27,2,Card
2085,Call Center,4/4/2020,Large,green_garden,Wings,17.71,4,Card
2086,Call Center,4/4/2020,Large,ital_supr,"Wings , Drink",23.9,2,Card
2087,Call Center,4/4/2020,XXL Pizza,southw_ckn,"Wings, Pasta, Salad",49.63,6.37,Cash
2088,Call Center,4/4/2020,Large,cali_ckn,"Wings , Drink",20.37,2,Card
2089,Call Center,4/4/2020,XLarge,napolitana,"Wings , Drink",25.86,5,Card
2090,WhatsApp,4/4/2020,Medium,bbq_ckn,No Side,10.26,3,Card
2091,Website,4/4/2020,Large,peppr_salami,"Wings , Drink",24.2,0,Card
2092,WhatsApp,4/4/2020,Large,southw_ckn,Wings,18.45,2.55,Cash
2093,Call Center,4/4/2020,Medium,four_cheese,Drink,12.02,6,Card
2094,Website,4/4/2020,Large,bbq_ckn,Wings,18.68,2,Card
2095,Call Center,4/4/2020,Large,hawaiian,Wings,18.88,3,Card
2096,Website,4/4/2020,Large,southw_ckn,"Wings , Drink",23.14,10.86,Cash
2097,Website,4/4/2020,Large,the_greek,Wings,17.71,3.29,Card
2098,WhatsApp,4/4/2020,XLarge,the_greek,"Wings , Drink",25.98,3,Card
2099,Call Center,4/4/2020,Medium,ckn_alfredo,No Side,10.12,1,Cash
2100,WhatsApp,4/4/2020,XLarge,mexicana,"Wings , Drink",28.67,4,Card
2101,WhatsApp,4/4/2020,Large,pep_msh_pep,Wings,16.45,3.55,Cash
2102,Website,4/5/2020,XXL,sicilian,"Wings,Drink, Pasta",38.74,5,Card
2103,WhatsApp,4/5/2020,Large,ital_supr,Wings,16.78,5,Card
2104,Website,4/5/2020,Large,five_cheese,Wings,16.13,3.87,Cash
2105,Website,4/5/2020,Large,mediterraneo,"Wings , Drink",24.93,1.07,Cash
2106,WhatsApp,4/5/2020,Large,classic_dlx,Wings,15.71,6,Card
2107,WhatsApp,4/5/2020,Medium,hawaiian,Drink,12.87,4.13,Cash
2108,Website,4/5/2020,Large,hawaiian,"Wings , Drink",20.83,5.17,Cash
2109,Website,4/5/2020,Medium,ital_supr,Drink,13.06,3,Card
2110,Website,4/5/2020,Large,pepperoni,"Wings , Drink",22.92,4,Card
2111,Website,4/5/2020,Medium,peppr_salami,Drink,12.87,2.13,Cash
2112,Website,4/5/2020,XLarge,spin_pestoach_supr,"Wings , Drink",27.44,4.56,Cash
2113,Website,4/5/2020,Large,big_meat,Wings,16.78,0,Card
2114,Website,4/5/2020,Medium,bbq_ckn,Drink,14.88,2,Card
2115,WhatsApp,4/5/2020,Large,southw_ckn,Wings,17.17,5,Card
2116,WhatsApp,4/5/2020,XXL,cali_ckn,"Wings,Drink, Pasta",37.1,3,Card
2117,WhatsApp,4/6/2020,XLarge,southw_ckn,"Wings , Drink",30.16,2,Card
2118,Website,4/6/2020,XLarge,bbq_ckn,"Wings , Drink",25.59,2,Card
2119,Website,4/6/2020,Large,mexicana,Wings,15.27,3,Card
2120,Website,4/6/2020,Large,green_garden,Wings,17.73,0,Card
2121,Website,4/6/2020,Medium,napolitana,Drink,14.65,3,Card
2122,Website,4/6/2020,Medium,pep_msh_pep,Drink,14.49,2,Card
2123,Website,4/6/2020,Large,sicilian,"Wings , Drink",20.22,4,Card
2124,Website,4/6/2020,Large,classic_dlx,"Wings , Drink",21.76,4,Cash
2125,Website,4/6/2020,Medium,spicy_ital,Drink,14.65,2,Card
2126,WhatsApp,4/7/2020,Large,napolitana,"Wings , Drink",21.55,4,Card
2127,Call Center,4/7/2020,Large,spin_pesto,"Wings , Drink",21.95,5,Card
2128,Call Center,4/7/2020,XLarge,bbq_ckn,"Wings , Drink",29.48,5.52,Cash
2129,Website,4/7/2020,Large,pepperoni,Wings,15.18,2,Card
2130,Website,4/7/2020,Large,big_meat,"Wings , Drink",21.41,2,Card
2131,Call Center,4/7/2020,Medium,green_garden,Drink,14.65,5,Card
2132,Website,4/7/2020,XXL Pizza,southw_ckn,"Wings, Pasta, Salad",46.4,6,Card
2133,Call Center,4/7/2020,Medium,big_meat,No Side,11.86,0,Cash
2134,Website,4/7/2020,Large,mexicana,"Wings , Drink",21.55,3,Card
2135,Call Center,4/7/2020,Medium,thai_ckn,Drink,14.65,2.35,Cash
2136,Call Center,4/7/2020,Medium,the_greek,Drink,14.13,5,Card
2137,Website,4/7/2020,Large,sicilian,"Wings , Drink",24.19,0.81,Cash
2138,Call Center,4/8/2020,Medium,sicilian,Drink,13.44,3,Card
2139,WhatsApp,4/8/2020,Large,southw_ckn,"Wings , Drink",21.37,4.63,Cash
2140,Website,4/8/2020,XXL,thai_ckn,"Wings,Drink, Pasta",39.38,0.62,Cash
